arrival_date,state,district,market,commodity,variety,min_price,max_price,modal_price,arrivals_in_qtl
2023_06_19,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2342.8,2727.4,2554.3,289
2023_06_20,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2263.6,2815.3,2549.0,481
2023_06_21,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2341.8,2763.7,2547.8,420
2023_06_22,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2287.9,2735.2,2545.9,451
2023_06_23,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2255.5,2696.2,2559.1,253
2023_06_24,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2254.3,2865.2,2535.2,473
2023_06_25,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2291.0,2749.6,2527.9,393
2023_06_26,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2366.3,2745.3,2502.4,392
2023_06_27,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2249.0,2670.8,2487.2,348
2023_06_28,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2329.1,2682.6,2520.7,364
2023_06_29,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2358.3,2744.2,2509.3,351
2023_06_30,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2355.4,2842.2,2546.2,406
2023_07_01,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2306.2,2699.8,2550.6,287
2023_07_02,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2428.9,2888.9,2560.5,405
2023_07_03,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2340.8,2691.6,2503.2,403
2023_07_04,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2198.0,2664.9,2461.7,498
2023_07_05,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2144.5,2652.2,2414.7,430
2023_07_06,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2185.2,2614.5,2399.8,352
2023_07_07,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2131.6,2628.7,2409.2,453
2023_07_08,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2155.7,2703.9,2393.1,364
2023_07_09,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2116.9,2702.1,2369.3,493
2023_07_10,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2237.1,2672.7,2375.8,333
2023_07_11,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2123.1,2501.3,2379.6,322
2023_07_12,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2206.7,2524.8,2378.6,257
2023_07_13,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2216.1,2714.0,2376.4,443
2023_07_14,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2238.9,2730.6,2385.6,249
2023_07_15,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2175.9,2648.9,2392.1,263
2023_07_16,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2148.0,2527.2,2374.3,381
2023_07_17,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2220.9,2715.5,2365.3,294
2023_07_18,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2076.4,2484.7,2330.7,353
2023_07_19,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2096.6,2449.3,2319.5,405
2023_07_20,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2137.2,2457.9,2320.5,333
2023_07_21,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2062.5,2510.2,2314.3,396
2023_07_22,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2186.0,2657.1,2317.3,269
2023_07_23,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2050.6,2422.8,2286.1,384
2023_07_24,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2010.5,2528.8,2259.7,385
2023_07_25,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2128.1,2465.4,2244.1,289
2023_07_26,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1983.0,2511.6,2250.2,306
2023_07_27,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2011.1,2545.5,2266.8,432
2023_07_28,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2132.0,2592.3,2265.1,326
2023_07_29,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2107.3,2541.2,2266.1,366
2023_07_30,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2045.2,2562.3,2255.4,429
2023_07_31,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2093.3,2443.2,2231.6,443
2023_08_01,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1998.8,2392.6,2228.3,313
2023_08_02,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2013.9,2428.8,2210.7,275
2023_08_03,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2004.8,2395.0,2207.8,244
2023_08_04,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2066.5,2379.3,2187.2,481
2023_08_05,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2028.9,2454.6,2187.3,267
2023_08_06,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1961.3,2482.0,2183.8,246
2023_08_07,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1957.1,2424.1,2168.9,402
2023_08_08,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1953.3,2423.9,2186.1,488
2023_08_09,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2065.8,2398.2,2174.8,337
2023_08_10,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1950.0,2504.2,2186.6,436
2023_08_11,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2043.5,2333.7,2202.3,309
2023_08_12,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2029.0,2466.0,2202.4,418
2023_08_13,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1934.1,2487.9,2197.0,463
2023_08_14,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1998.4,2552.9,2225.0,489
2023_08_15,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2022.4,2371.4,2216.0,433
2023_08_16,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2084.9,2339.1,2208.2,411
2023_08_17,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1968.9,2418.8,2235.6,478
2023_08_18,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1969.7,2396.0,2232.9,223
2023_08_19,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1939.6,2404.2,2203.9,311
2023_08_20,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1983.5,2508.7,2215.4,446
2023_08_21,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1972.9,2373.5,2207.4,494
2023_08_22,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2060.9,2371.9,2218.7,245
2023_08_23,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1997.3,2470.7,2231.1,289
2023_08_24,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2108.6,2389.5,2237.7,463
2023_08_25,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1966.4,2484.3,2231.5,269
2023_08_26,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2016.3,2458.7,2214.2,490
2023_08_27,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1945.9,2376.0,2194.5,439
2023_08_28,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1977.4,2426.6,2205.7,476
2023_08_29,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1936.4,2500.3,2194.0,393
2023_08_30,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2015.1,2468.5,2195.4,248
2023_08_31,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2083.8,2527.6,2215.7,490
2023_09_01,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1996.4,2302.9,2187.1,1030
2023_09_02,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1985.3,2345.1,2190.1,1021
2023_09_03,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2003.7,2457.2,2170.4,990
2023_09_04,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1958.9,2481.8,2162.6,670
2023_09_05,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2002.4,2256.3,2131.4,744
2023_09_06,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1877.1,2339.8,2098.1,744
2023_09_07,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1879.0,2212.9,2061.4,903
2023_09_08,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1913.3,2239.5,2024.4,494
2023_09_09,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1833.0,2294.4,2003.4,602
2023_09_10,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1753.8,2154.3,1975.6,649
2023_09_11,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1753.5,2209.1,1975.9,694
2023_09_12,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1852.6,2097.7,1979.0,497
2023_09_13,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1748.4,2259.2,1971.5,1081
2023_09_14,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1795.1,2144.1,1951.2,906
2023_09_15,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1810.7,2161.3,1946.9,628
2023_09_16,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1821.2,2100.1,1933.2,778
2023_09_17,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1727.2,2040.8,1917.6,776
2023_09_18,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1704.5,2111.3,1918.0,1025
2023_09_19,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1682.0,2160.4,1903.3,936
2023_09_20,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1672.7,2040.2,1883.1,774
2023_09_21,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1726.9,2031.6,1868.0,820
2023_09_22,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1699.4,2141.9,1870.5,491
2023_09_23,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1720.6,2056.8,1868.4,992
2023_09_24,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1679.5,2111.0,1859.4,1032
2023_09_25,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1636.7,2064.1,1841.1,883
2023_09_26,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1611.2,1943.0,1825.3,751
2023_09_27,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1673.0,1908.5,1803.5,1076
2023_09_28,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1605.5,2089.6,1820.1,546
2023_09_29,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1643.8,1958.8,1793.3,486
2023_09_30,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1576.6,1921.9,1775.6,785
2023_10_01,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1574.2,2030.5,1784.5,552
2023_10_02,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1692.0,1934.6,1791.1,548
2023_10_03,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1635.5,2075.0,1813.7,755
2023_10_04,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1609.7,1895.3,1804.2,746
2023_10_05,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1660.0,2015.3,1818.2,504
2023_10_06,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1624.8,2012.8,1825.8,534
2023_10_07,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1671.5,2000.3,1798.3,683
2023_10_08,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1654.4,1959.9,1807.7,937
2023_10_09,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1604.3,2032.6,1813.6,778
2023_10_10,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1707.1,2046.6,1802.3,751
2023_10_11,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1649.4,2030.4,1805.8,838
2023_10_12,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1692.5,1974.1,1814.1,649
2023_10_13,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1673.7,2055.8,1804.5,798
2023_10_14,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1692.9,1995.2,1787.0,770
2023_10_15,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1638.8,1924.6,1787.1,884
2023_10_16,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1672.7,1972.8,1783.5,644
2023_10_17,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1595.5,1885.9,1779.2,780
2023_10_18,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1653.9,2007.5,1756.0,611
2023_10_19,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1662.3,2001.6,1755.6,990
2023_10_20,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1534.4,1993.0,1734.3,948
2023_10_21,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1554.3,1874.2,1731.1,874
2023_10_22,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1621.6,1864.5,1715.4,789
2023_10_23,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1541.6,1891.9,1704.0,1119
2023_10_24,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1506.4,1816.4,1692.9,503
2023_10_25,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1544.6,1904.9,1687.2,974
2023_10_26,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1502.4,1802.7,1687.5,489
2023_10_27,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1531.3,1793.7,1668.5,739
2023_10_28,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1516.6,1873.7,1648.1,582
2023_10_29,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1529.4,1775.3,1656.0,576
2023_10_30,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1454.6,1712.9,1617.5,513
2023_10_31,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1470.9,1849.4,1625.2,620
2023_11_01,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1473.7,1810.7,1631.2,999
2023_11_02,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1448.3,1836.9,1631.4,803
2023_11_03,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1470.4,1834.2,1635.4,1068
2023_11_04,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1471.1,1731.5,1638.1,1132
2023_11_05,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1501.5,1715.3,1617.9,630
2023_11_06,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1502.4,1821.8,1639.0,673
2023_11_07,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1448.5,1865.7,1641.2,960
2023_11_08,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1496.7,1745.9,1656.3,957
2023_11_09,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1533.7,1758.8,1649.0,846
2023_11_10,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1511.5,1881.0,1671.2,704
2023_11_11,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1521.5,1869.7,1638.9,551
2023_11_12,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1483.1,1886.3,1641.3,501
2023_11_13,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1544.4,1806.5,1632.4,957
2023_11_14,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1455.5,1839.9,1623.3,748
2023_11_15,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1477.8,1776.8,1620.6,1045
2023_11_16,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1411.4,1762.3,1590.2,941
2023_11_17,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1458.7,1777.1,1593.6,706
2023_11_18,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1492.9,1818.2,1600.5,1068
2023_11_19,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1455.5,1674.4,1557.8,1028
2023_11_20,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1420.2,1670.5,1545.7,879
2023_11_21,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1464.6,1666.8,1566.5,774
2023_11_22,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1437.3,1760.5,1556.0,669
2023_11_23,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1395.2,1687.1,1569.9,926
2023_11_24,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1490.4,1703.3,1571.3,901
2023_11_25,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1504.0,1705.7,1597.7,1066
2023_11_26,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1435.2,1710.6,1623.1,885
2023_11_27,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1537.3,1795.5,1653.1,531
2023_11_28,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1550.1,1816.8,1648.2,879
2023_11_29,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1530.6,1869.5,1674.5,1119
2023_11_30,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1476.0,1797.9,1654.1,663
2023_12_01,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1558.0,1771.5,1655.6,460
2023_12_02,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1481.2,1820.7,1654.3,377
2023_12_03,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1556.0,1916.7,1671.0,219
2023_12_04,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1507.2,1783.5,1696.0,475
2023_12_05,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1613.9,1938.8,1727.1,257
2023_12_06,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1559.5,1850.3,1725.4,391
2023_12_07,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1599.8,1927.0,1748.7,499
2023_12_08,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1574.8,1891.3,1748.0,320
2023_12_09,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1558.8,1896.6,1756.3,289
2023_12_10,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1629.0,1929.3,1768.2,344
2023_12_11,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1575.1,1915.8,1783.1,225
2023_12_12,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1591.8,1994.4,1786.9,498
2023_12_13,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1645.1,1945.4,1803.5,245
2023_12_14,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1617.6,1986.6,1823.1,399
2023_12_15,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1713.0,2066.6,1807.9,364
2023_12_16,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1709.1,1960.4,1819.7,363
2023_12_17,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1665.2,2024.7,1818.0,275
2023_12_18,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1632.0,2076.7,1829.6,329
2023_12_19,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1659.9,2072.6,1822.0,286
2023_12_20,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1709.6,1935.8,1835.1,254
2023_12_21,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1707.1,1940.8,1840.4,441
2023_12_22,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1707.5,1963.4,1822.8,444
2023_12_23,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1669.5,1972.5,1833.4,245
2023_12_24,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1664.2,2079.7,1843.9,467
2023_12_25,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1699.3,2096.4,1860.4,341
2023_12_26,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1791.3,2051.1,1893.3,440
2023_12_27,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1778.1,2180.7,1908.8,380
2023_12_28,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1760.3,2092.0,1903.2,371
2023_12_29,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1794.9,2072.2,1895.4,478
2023_12_30,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1735.3,2066.7,1889.4,435
2023_12_31,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1705.2,2120.4,1901.3,417
2024_01_01,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1768.8,2098.3,1914.4,311
2024_01_02,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1725.2,2162.4,1913.9,250
2024_01_03,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1707.5,2036.3,1927.4,492
2024_01_04,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1796.4,2108.0,1935.0,424
2024_01_05,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1811.6,2069.7,1947.2,432
2024_01_06,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1733.2,2063.2,1951.2,271
2024_01_07,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1778.1,2208.6,1970.4,501
2024_01_08,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1807.8,2084.9,1975.9,371
2024_01_09,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1803.4,2099.6,1961.8,429
2024_01_10,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1777.6,2213.7,1990.5,491
2024_01_11,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1859.5,2149.4,1990.5,491
2024_01_12,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1789.2,2160.5,2008.1,390
2024_01_13,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1900.0,2169.9,2009.0,362
2024_01_14,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1866.0,2225.4,2014.8,335
2024_01_15,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1880.0,2296.9,2027.1,497
2024_01_16,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1865.4,2248.1,2048.8,261
2024_01_17,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1865.6,2284.1,2058.1,342
2024_01_18,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1881.4,2285.7,2084.5,265
2024_01_19,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1933.8,2201.6,2072.5,312
2024_01_20,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1831.2,2214.9,2067.1,496
2024_01_21,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1916.1,2381.6,2073.6,338
2024_01_22,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1886.6,2302.8,2053.1,477
2024_01_23,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1942.9,2169.2,2047.6,300
2024_01_24,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1846.1,2192.9,2030.9,246
2024_01_25,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1878.7,2288.4,2024.0,455
2024_01_26,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1800.4,2180.6,2027.7,398
2024_01_27,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1858.8,2154.6,2049.3,390
2024_01_28,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1863.4,2332.0,2039.6,450
2024_01_29,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1858.8,2232.0,2049.5,466
2024_01_30,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1867.2,2231.2,2051.9,473
2024_01_31,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1933.0,2273.5,2061.9,382
2024_02_01,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1857.3,2199.6,2051.7,363
2024_02_02,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1900.9,2223.4,2054.1,284
2024_02_03,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1921.0,2212.1,2026.4,284
2024_02_04,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1897.5,2118.9,2015.7,489
2024_02_05,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1843.4,2266.6,2024.4,370
2024_02_06,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1804.8,2199.0,2011.2,415
2024_02_07,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1841.1,2110.6,2006.1,447
2024_02_08,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1791.0,2290.5,2029.9,225
2024_02_09,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1861.9,2315.4,2048.5,349
2024_02_10,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1918.4,2222.0,2024.8,451
2024_02_11,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1837.0,2136.8,2033.4,464
2024_02_12,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1864.2,2314.7,2031.7,266
2024_02_13,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1837.2,2158.9,2031.5,251
2024_02_14,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1868.9,2240.6,2040.2,441
2024_02_15,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1961.7,2350.1,2071.4,368
2024_02_16,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1878.2,2223.4,2066.2,404
2024_02_17,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1947.7,2332.6,2078.5,274
2024_02_18,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1849.8,2308.3,2079.6,492
2024_02_19,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1920.8,2215.8,2088.2,343
2024_02_20,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1963.2,2419.5,2104.7,351
2024_02_21,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1915.1,2397.7,2139.5,423
2024_02_22,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2034.8,2328.2,2160.3,238
2024_02_23,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1934.8,2321.5,2185.2,296
2024_02_24,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1968.9,2416.6,2204.3,284
2024_02_25,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1980.7,2479.1,2201.6,333
2024_02_26,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2073.5,2470.8,2212.4,335
2024_02_27,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2004.0,2472.7,2196.8,240
2024_02_28,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1967.0,2373.3,2217.0,275
2024_02_29,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2041.3,2361.2,2213.7,242
2024_03_01,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1986.4,2454.7,2196.9,273
2024_03_02,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2059.6,2533.4,2219.7,325
2024_03_03,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1950.6,2324.2,2192.4,475
2024_03_04,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2040.7,2425.3,2201.7,224
2024_03_05,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2037.5,2488.2,2219.2,236
2024_03_06,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,1983.7,2528.1,2218.9,445
2024_03_07,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,2043.6,2372.5,2223.6,341
