date,district,ndvi_mean
2022_07_19,Pune,0.522
2022_07_24,Pune,0.492
2022_07_29,Pune,0.409
2022_08_03,Pune,0.388
2022_08_08,Pune,0.379
2022_08_13,Pune,0.314
2022_08_18,Pune,0.372
2022_08_23,Pune,0.455
2022_08_28,Pune,0.499
2022_09_02,Pune,0.595
2022_09_07,Pune,0.605
2022_09_12,Pune,0.617
2022_09_17,Pune,0.659
2022_09_22,Pune,0.741
2022_09_27,Pune,0.722
2022_10_02,Pune,0.705
2022_10_07,Pune,0.625
2022_10_12,Pune,0.64
2022_10_17,Pune,0.546
2022_10_22,Pune,0.447
2022_10_27,Pune,0.416
2022_11_01,Pune,0.466
2022_11_06,Pune,0.356
2022_11_11,Pune,0.36
2022_11_16,Pune,0.312
2022_11_21,Pune,0.38
2022_11_26,Pune,0.496
2022_12_01,Pune,0.439
2022_12_06,Pune,0.545
2022_12_11,Pune,0.564
2022_12_16,Pune,0.67
2022_12_21,Pune,0.689
2022_12_26,Pune,0.71
2022_12_31,Pune,0.711
2023_01_05,Pune,0.627
2023_01_10,Pune,0.609
2023_01_15,Pune,0.649
2023_01_20,Pune,0.465
2023_01_25,Pune,0.519
2023_01_30,Pune,0.384
2023_02_04,Pune,0.301
2023_02_09,Pune,0.411
2023_02_14,Pune,0.396
2023_02_19,Pune,0.407
2023_02_24,Pune,0.416
2023_03_01,Pune,0.529
2023_03_06,Pune,0.613
2023_03_11,Pune,0.57
2023_03_16,Pune,0.617
2023_03_21,Pune,0.61
2023_03_26,Pune,0.702
2023_03_31,Pune,0.778
2023_04_05,Pune,0.732
2023_04_10,Pune,0.511
2023_04_15,Pune,0.531
2023_04_20,Pune,0.573
2023_04_25,Pune,0.461
2023_04_30,Pune,0.352
2023_05_05,Pune,0.361
2023_05_10,Pune,0.261
2023_05_15,Pune,0.405
2023_05_20,Pune,0.395
2023_05_25,Pune,0.485
2023_05_30,Pune,0.428
2023_06_04,Pune,0.497
2023_06_09,Pune,0.568
2023_06_14,Pune,0.705
2023_06_19,Pune,0.668
2023_06_24,Pune,0.747
2023_06_29,Pune,0.705
2023_07_04,Pune,0.708
2023_07_09,Pune,0.611
2023_07_14,Pune,0.574
2023_07_19,Pune,0.545
2023_07_24,Pune,0.472
2023_07_29,Pune,0.391
2023_08_03,Pune,0.354
2023_08_08,Pune,0.4
2023_08_13,Pune,0.387
2023_08_18,Pune,0.359
2023_08_23,Pune,0.486
2023_08_28,Pune,0.437
2023_09_02,Pune,0.441
2023_09_07,Pune,0.57
2023_09_12,Pune,0.632
2023_09_17,Pune,0.725
2023_09_22,Pune,0.672
2023_09_27,Pune,0.716
2023_10_02,Pune,0.653
2023_10_07,Pune,0.666
2023_10_12,Pune,0.588
2023_10_17,Pune,0.52
2023_10_22,Pune,0.437
2023_10_27,Pune,0.471
2023_11_01,Pune,0.392
2023_11_06,Pune,0.362
2023_11_11,Pune,0.331
2023_11_16,Pune,0.369
2023_11_21,Pune,0.351
2023_11_26,Pune,0.492
2023_12_01,Pune,0.448
2023_12_06,Pune,0.515
2023_12_11,Pune,0.675
2023_12_16,Pune,0.604
2023_12_21,Pune,0.733
2023_12_26,Pune,0.709
2023_12_31,Pune,0.663
2024_01_05,Pune,0.707
2024_01_10,Pune,0.599
2024_01_15,Pune,0.579
2024_01_20,Pune,0.492
2024_01_25,Pune,0.406
2024_01_30,Pune,0.385
2024_02_04,Pune,0.291
2024_02_09,Pune,0.383
2024_02_14,Pune,0.377
2024_02_19,Pune,0.4
2024_02_24,Pune,0.429
2024_02_29,Pune,0.543
2024_03_05,Pune,0.514
2024_03_10,Pune,0.558
2024_03_15,Pune,0.632
2024_03_20,Pune,0.751
2024_03_25,Pune,0.669
2024_03_30,Pune,0.726
2024_04_04,Pune,0.631
2024_04_09,Pune,0.601
2024_04_14,Pune,0.541
2024_04_19,Pune,0.548
2024_04_24,Pune,0.469
2024_04_29,Pune,0.391
2024_05_04,Pune,0.334
2024_05_09,Pune,0.366
2024_05_14,Pune,0.378
2024_05_19,Pune,0.376
2024_05_24,Pune,0.4
2024_05_29,Pune,0.545
2024_06_03,Pune,0.494
2024_06_08,Pune,0.585
2024_06_13,Pune,0.615
2024_06_18,Pune,0.691
2024_06_23,Pune,0.66
2024_06_28,Pune,0.711
2024_07_03,Pune,0.611
2024_07_08,Pune,0.652
2024_07_13,Pune,0.622
2024_07_18,Pune,0.516
2024_07_23,Pune,0.417
2024_07_28,Pune,0.433
2024_08_02,Pune,0.299
2024_08_07,Pune,0.377
2024_08_12,Pune,0.315
2024_08_17,Pune,0.3
2024_08_22,Pune,0.369
2024_08_27,Pune,0.508
2024_09_01,Pune,0.564
2024_09_06,Pune,0.532
2024_09_11,Pune,0.683
2024_09_16,Pune,0.619
2024_09_21,Pune,0.695
2024_09_26,Pune,0.773
2024_10_01,Pune,0.713
2024_10_06,Pune,0.663
2024_10_11,Pune,0.615
2024_10_16,Pune,0.547
2024_10_21,Pune,0.462
2024_10_26,Pune,0.399
2024_10_31,Pune,0.301
2024_11_05,Pune,0.355
2024_11_10,Pune,0.334
2024_11_15,Pune,0.359
2024_11_20,Pune,0.324
2024_11_25,Pune,0.463
2024_11_30,Pune,0.527
2024_12_05,Pune,0.498
2024_12_10,Pune,0.596
2024_12_15,Pune,0.694
2024_12_20,Pune,0.637
2024_12_25,Pune,0.689
2024_12_30,Pune,0.598
2025_01_04,Pune,0.674
2025_01_09,Pune,0.546
2025_01_14,Pune,0.56
2025_01_19,Pune,0.49
2025_01_24,Pune,0.425
2025_01_29,Pune,0.42
2025_02_03,Pune,0.316
2025_02_08,Pune,0.257
2025_02_13,Pune,0.299
2025_02_18,Pune,0.386
2025_02_23,Pune,0.51
2025_02_28,Pune,0.529
2025_03_05,Pune,0.465
2025_03_10,Pune,0.587
2025_03_15,Pune,0.625
2025_03_20,Pune,0.725
2025_03_25,Pune,0.632
2025_03_30,Pune,0.655
2025_04_04,Pune,0.681
2025_04_09,Pune,0.661
2025_04_14,Pune,0.574
2025_04_19,Pune,0.594
2025_04_24,Pune,0.406
2025_04_29,Pune,0.413
2025_05_04,Pune,0.391
2025_05_09,Pune,0.379
2025_05_14,Pune,0.265
2025_05_19,Pune,0.377
2025_05_24,Pune,0.375
2025_05_29,Pune,0.474
2025_06_03,Pune,0.488
2025_06_08,Pune,0.58
2025_06_13,Pune,0.63
2025_06_18,Pune,0.686
2025_06_23,Pune,0.747
2025_06_28,Pune,0.625
2025_07_03,Pune,0.649
2025_07_08,Pune,0.601
2025_07_13,Pune,0.576
2025_07_18,Pune,0.482
2025_07_23,Pune,0.555
2025_07_28,Pune,0.405
2025_08_02,Pune,0.387
2025_08_07,Pune,0.36
2025_08_12,Pune,0.419
2025_08_17,Pune,0.378
2025_08_22,Pune,0.389
2025_08_27,Pune,0.481
2025_09_01,Pune,0.561
2025_09_06,Pune,0.612
2025_09_11,Pune,0.591
2025_09_16,Pune,0.686
2025_09_21,Pune,0.705
2025_09_26,Pune,0.676
2025_10_01,Pune,0.747
2025_10_06,Pune,0.663
2025_10_11,Pune,0.559
2025_10_16,Pune,0.511
2025_10_21,Pune,0.511
2025_10_26,Pune,0.385
2025_10_31,Pune,0.349
2025_11_05,Pune,0.313
2025_11_10,Pune,0.346
2025_11_15,Pune,0.304
2025_11_20,Pune,0.41
2025_11_25,Pune,0.439
2025_11_30,Pune,0.57
2025_12_05,Pune,0.551
2025_12_10,Pune,0.649
2025_12_15,Pune,0.658
2025_12_20,Pune,0.738
2025_12_25,Pune,0.656
2025_12_30,Pune,0.729
2019_01_01,Delhi,0.659
2019_01_06,Delhi,0.61
2019_01_11,Delhi,0.574
2019_01_16,Delhi,0.491
2019_01_21,Delhi,0.509
2019_01_26,Delhi,0.47
2019_01_31,Delhi,0.344
2019_02_05,Delhi,0.341
2019_02_10,Delhi,0.312
2019_02_15,Delhi,0.33
2019_02_20,Delhi,0.402
2019_02_25,Delhi,0.491
2019_03_02,Delhi,0.449
2019_03_07,Delhi,0.544
2019_03_12,Delhi,0.621
2019_03_17,Delhi,0.693
2019_03_22,Delhi,0.725
2019_03_27,Delhi,0.653
2019_04_01,Delhi,0.68
2019_04_06,Delhi,0.637
2019_04_11,Delhi,0.628
2019_04_16,Delhi,0.521
2019_04_21,Delhi,0.547
2019_04_26,Delhi,0.401
2019_05_01,Delhi,0.398
2019_05_06,Delhi,0.396
2019_05_11,Delhi,0.467
2019_05_16,Delhi,0.304
2019_05_21,Delhi,0.396
2019_05_26,Delhi,0.515
2019_05_31,Delhi,0.429
2019_06_05,Delhi,0.562
2019_06_10,Delhi,0.597
2019_06_15,Delhi,0.591
2019_06_20,Delhi,0.699
2019_06_25,Delhi,0.744
2019_06_30,Delhi,0.639
2019_07_05,Delhi,0.654
2019_07_10,Delhi,0.656
2019_07_15,Delhi,0.602
2019_07_20,Delhi,0.478
2019_07_25,Delhi,0.446
2019_07_30,Delhi,0.411
2019_08_04,Delhi,0.35
2019_08_09,Delhi,0.4
2019_08_14,Delhi,0.406
2019_08_19,Delhi,0.406
2019_08_24,Delhi,0.369
2019_08_29,Delhi,0.468
2019_09_03,Delhi,0.58
2019_09_08,Delhi,0.593
2019_09_13,Delhi,0.574
2019_09_18,Delhi,0.678
2019_09_23,Delhi,0.682
2019_09_28,Delhi,0.662
2019_10_03,Delhi,0.673
2019_10_08,Delhi,0.675
2019_10_13,Delhi,0.57
2019_10_18,Delhi,0.505
2019_10_23,Delhi,0.466
2019_10_28,Delhi,0.419
2019_11_02,Delhi,0.363
2019_11_07,Delhi,0.323
2019_11_12,Delhi,0.394
2019_11_17,Delhi,0.394
2019_11_22,Delhi,0.373
2019_11_27,Delhi,0.417
2019_12_02,Delhi,0.505
2019_12_07,Delhi,0.562
2019_12_12,Delhi,0.605
2019_12_17,Delhi,0.697
2019_12_22,Delhi,0.672
2019_12_27,Delhi,0.677
2020_01_01,Delhi,0.695
2020_01_06,Delhi,0.627
2020_01_11,Delhi,0.631
2020_01_16,Delhi,0.561
2020_01_21,Delhi,0.509
2020_01_26,Delhi,0.507
2020_01_31,Delhi,0.379
2020_02_05,Delhi,0.379
2020_02_10,Delhi,0.317
2020_02_15,Delhi,0.39
2020_02_20,Delhi,0.424
2020_02_25,Delhi,0.482
2020_03_01,Delhi,0.51
2020_03_06,Delhi,0.561
2020_03_11,Delhi,0.63
2020_03_16,Delhi,0.679
2020_03_21,Delhi,0.807
2020_03_26,Delhi,0.711
2020_03_31,Delhi,0.702
2020_04_05,Delhi,0.7
2020_04_10,Delhi,0.528
2020_04_15,Delhi,0.557
2020_04_20,Delhi,0.482
2020_04_25,Delhi,0.438
2020_04_30,Delhi,0.406
2020_05_05,Delhi,0.395
2020_05_10,Delhi,0.344
2020_05_15,Delhi,0.431
2020_05_20,Delhi,0.431
2020_05_25,Delhi,0.433
2020_05_30,Delhi,0.429
2020_06_04,Delhi,0.552
2020_06_09,Delhi,0.602
2020_06_14,Delhi,0.642
2020_06_19,Delhi,0.649
2020_06_24,Delhi,0.726
2020_06_29,Delhi,0.627
2020_07_04,Delhi,0.734
2020_07_09,Delhi,0.641
2020_07_14,Delhi,0.582
2020_07_19,Delhi,0.607
2020_07_24,Delhi,0.48
2020_07_29,Delhi,0.411
2020_08_03,Delhi,0.35
2020_08_08,Delhi,0.352
2020_08_13,Delhi,0.329
2020_08_18,Delhi,0.363
2020_08_23,Delhi,0.384
2020_08_28,Delhi,0.53
2020_09_02,Delhi,0.537
2020_09_07,Delhi,0.548
2020_09_12,Delhi,0.67
2020_09_17,Delhi,0.687
2020_09_22,Delhi,0.66
2020_09_27,Delhi,0.677
2020_10_02,Delhi,0.656
2020_10_07,Delhi,0.754
2020_10_12,Delhi,0.619
2020_10_17,Delhi,0.574
2020_10_22,Delhi,0.469
2020_10_27,Delhi,0.387
2020_11_01,Delhi,0.308
2020_11_06,Delhi,0.336
2020_11_11,Delhi,0.425
2020_11_16,Delhi,0.364
2020_11_21,Delhi,0.429
2020_11_26,Delhi,0.463
2020_12_01,Delhi,0.538
2020_12_06,Delhi,0.581
2020_12_11,Delhi,0.639
2020_12_16,Delhi,0.612
2020_12_21,Delhi,0.732
2020_12_26,Delhi,0.69
2020_12_31,Delhi,0.682
2021_01_05,Delhi,0.59
2021_01_10,Delhi,0.619
2021_01_15,Delhi,0.543
2021_01_20,Delhi,0.494
2021_01_25,Delhi,0.396
2021_01_30,Delhi,0.351
2021_02_04,Delhi,0.362
2021_02_09,Delhi,0.347
2021_02_14,Delhi,0.341
2021_02_19,Delhi,0.319
2021_02_24,Delhi,0.521
2021_03_01,Delhi,0.514
2021_03_06,Delhi,0.512
2021_03_11,Delhi,0.609
2021_03_16,Delhi,0.63
2021_03_21,Delhi,0.69
2021_03_26,Delhi,0.731
2021_03_31,Delhi,0.663
2021_04_05,Delhi,0.708
2021_04_10,Delhi,0.602
2021_04_15,Delhi,0.547
2021_04_20,Delhi,0.499
2021_04_25,Delhi,0.488
2021_04_30,Delhi,0.326
2021_05_05,Delhi,0.413
2021_05_10,Delhi,0.356
2021_05_15,Delhi,0.332
2021_05_20,Delhi,0.453
2021_05_25,Delhi,0.398
2021_05_30,Delhi,0.496
2021_06_04,Delhi,0.48
2021_06_09,Delhi,0.596
2021_06_14,Delhi,0.6
2021_06_19,Delhi,0.728
2021_06_24,Delhi,0.672
2021_06_29,Delhi,0.726
2021_07_04,Delhi,0.68
2021_07_09,Delhi,0.667
2021_07_14,Delhi,0.586
2021_07_19,Delhi,0.522
2021_07_24,Delhi,0.436
2021_07_29,Delhi,0.382
2021_08_03,Delhi,0.391
2021_08_08,Delhi,0.388
2021_08_13,Delhi,0.389
2021_08_18,Delhi,0.389
2021_08_23,Delhi,0.416
2021_08_28,Delhi,0.49
2021_09_02,Delhi,0.487
2021_09_07,Delhi,0.544
2021_09_12,Delhi,0.587
2021_09_17,Delhi,0.662
2021_09_22,Delhi,0.741
2021_09_27,Delhi,0.748
2021_10_02,Delhi,0.672
2021_10_07,Delhi,0.678
2021_10_12,Delhi,0.569
2021_10_17,Delhi,0.486
2021_10_22,Delhi,0.453
2021_10_27,Delhi,0.434
2021_11_01,Delhi,0.375
2021_11_06,Delhi,0.427
2021_11_11,Delhi,0.346
2021_11_16,Delhi,0.339
2021_11_21,Delhi,0.411
2021_11_26,Delhi,0.48
2021_12_01,Delhi,0.5
2021_12_06,Delhi,0.483
2021_12_11,Delhi,0.565
2021_12_16,Delhi,0.688
2021_12_21,Delhi,0.723
2021_12_26,Delhi,0.748
2021_12_31,Delhi,0.735
2022_01_05,Delhi,0.683
2022_01_10,Delhi,0.615
2022_01_15,Delhi,0.62
2022_01_20,Delhi,0.49
2022_01_25,Delhi,0.481
2022_01_30,Delhi,0.34
2022_02_04,Delhi,0.322
2022_02_09,Delhi,0.364
2022_02_14,Delhi,0.338
2022_02_19,Delhi,0.404
2022_02_24,Delhi,0.476
2022_03_01,Delhi,0.461
2022_03_06,Delhi,0.526
2022_03_11,Delhi,0.512
2022_03_16,Delhi,0.654
2022_03_21,Delhi,0.705
2022_03_26,Delhi,0.714
2022_03_31,Delhi,0.706
2022_04_05,Delhi,0.676
2022_04_10,Delhi,0.63
2022_04_15,Delhi,0.562
2022_04_20,Delhi,0.519
2022_04_25,Delhi,0.482
2022_04_30,Delhi,0.315
2022_05_05,Delhi,0.38
2022_05_10,Delhi,0.368
2022_05_15,Delhi,0.309
2022_05_20,Delhi,0.329
2022_05_25,Delhi,0.471
2022_05_30,Delhi,0.527
2022_06_04,Delhi,0.55
2022_06_09,Delhi,0.554
2022_06_14,Delhi,0.686
2022_06_19,Delhi,0.7
2022_06_24,Delhi,0.722
2022_06_29,Delhi,0.627
2022_07_04,Delhi,0.702
2022_07_09,Delhi,0.677
2022_07_14,Delhi,0.579
2022_07_19,Delhi,0.496
2022_07_24,Delhi,0.451
2022_07_29,Delhi,0.404
2022_08_03,Delhi,0.357
2022_08_08,Delhi,0.39
2022_08_13,Delhi,0.281
2022_08_18,Delhi,0.354
2022_08_23,Delhi,0.409
2022_08_28,Delhi,0.447
2022_09_02,Delhi,0.478
2022_09_07,Delhi,0.586
2022_09_12,Delhi,0.687
2022_09_17,Delhi,0.634
2022_09_22,Delhi,0.801
2022_09_27,Delhi,0.71
2022_10_02,Delhi,0.697
2022_10_07,Delhi,0.647
2022_10_12,Delhi,0.581
2022_10_17,Delhi,0.513
2022_10_22,Delhi,0.463
2022_10_27,Delhi,0.426
2022_11_01,Delhi,0.369
2022_11_06,Delhi,0.393
2022_11_11,Delhi,0.312
2022_11_16,Delhi,0.311
2022_11_21,Delhi,0.448
2022_11_26,Delhi,0.47
2022_12_01,Delhi,0.492
2022_12_06,Delhi,0.518
2022_12_11,Delhi,0.611
2022_12_16,Delhi,0.619
2022_12_21,Delhi,0.64
2022_12_26,Delhi,0.79
2022_12_31,Delhi,0.703
2023_01_05,Delhi,0.608
2023_01_10,Delhi,0.609
2023_01_15,Delhi,0.535
2023_01_20,Delhi,0.499
2023_01_25,Delhi,0.352
2023_01_30,Delhi,0.444
2023_02_04,Delhi,0.385
2023_02_09,Delhi,0.317
2023_02_14,Delhi,0.352
2023_02_19,Delhi,0.298
2023_02_24,Delhi,0.47
2023_03_01,Delhi,0.512
2023_03_06,Delhi,0.537
2023_03_11,Delhi,0.563
2023_03_16,Delhi,0.75
2023_03_21,Delhi,0.723
2023_03_26,Delhi,0.69
2023_03_31,Delhi,0.682
2023_04_05,Delhi,0.705
2023_04_10,Delhi,0.64
2023_04_15,Delhi,0.575
2023_04_20,Delhi,0.522
2023_04_25,Delhi,0.37
2023_04_30,Delhi,0.373
2023_05_05,Delhi,0.323
2023_05_10,Delhi,0.284
2023_05_15,Delhi,0.334
2023_05_20,Delhi,0.399
2023_05_25,Delhi,0.437
2023_05_30,Delhi,0.454
2023_06_04,Delhi,0.483
2023_06_09,Delhi,0.599
2023_06_14,Delhi,0.635
2023_06_19,Delhi,0.724
2023_06_24,Delhi,0.704
2023_06_29,Delhi,0.697
2023_07_04,Delhi,0.706
2023_07_09,Delhi,0.664
2023_07_14,Delhi,0.581
2023_07_19,Delhi,0.581
2023_07_24,Delhi,0.525
2023_07_29,Delhi,0.407
2023_08_03,Delhi,0.351
2023_08_08,Delhi,0.355
2023_08_13,Delhi,0.347
2023_08_18,Delhi,0.368
2023_08_23,Delhi,0.402
2023_08_28,Delhi,0.425
2023_09_02,Delhi,0.514
2023_09_07,Delhi,0.539
2023_09_12,Delhi,0.627
2023_09_17,Delhi,0.704
2023_09_22,Delhi,0.661
2023_09_27,Delhi,0.698
2023_10_02,Delhi,0.733
2023_10_07,Delhi,0.537
2023_10_12,Delhi,0.59
2023_10_17,Delhi,0.565
2023_10_22,Delhi,0.486
2023_10_27,Delhi,0.384
2023_11_01,Delhi,0.333
2023_11_06,Delhi,0.305
2023_11_11,Delhi,0.361
2023_11_16,Delhi,0.391
2023_11_21,Delhi,0.439
2023_11_26,Delhi,0.489
2023_12_01,Delhi,0.523
2023_12_06,Delhi,0.571
2023_12_11,Delhi,0.612
2023_12_16,Delhi,0.601
2023_12_21,Delhi,0.657
2023_12_26,Delhi,0.717
2023_12_31,Delhi,0.654
2024_01_05,Delhi,0.612
2024_01_10,Delhi,0.548
2024_01_15,Delhi,0.504
2024_01_20,Delhi,0.485
2024_01_25,Delhi,0.414
2024_01_30,Delhi,0.356
2024_02_04,Delhi,0.33
2024_02_09,Delhi,0.35
2024_02_14,Delhi,0.338
2024_02_19,Delhi,0.408
2024_02_24,Delhi,0.398
2024_02_29,Delhi,0.499
2024_03_05,Delhi,0.512
2024_03_10,Delhi,0.662
2024_03_15,Delhi,0.655
2024_03_20,Delhi,0.681
2024_03_25,Delhi,0.715
2024_03_30,Delhi,0.682
2024_04_04,Delhi,0.615
2024_04_09,Delhi,0.577
2024_04_14,Delhi,0.558
2024_04_19,Delhi,0.571
2024_04_24,Delhi,0.443
2024_04_29,Delhi,0.362
2024_05_04,Delhi,0.356
2024_05_09,Delhi,0.376
2024_05_14,Delhi,0.36
2024_05_19,Delhi,0.373
2024_05_24,Delhi,0.409
2024_05_29,Delhi,0.483
2024_06_03,Delhi,0.562
2024_06_08,Delhi,0.515
2024_06_13,Delhi,0.646
2024_06_18,Delhi,0.658
2024_06_23,Delhi,0.803
2024_06_28,Delhi,0.641
2024_07_03,Delhi,0.689
2024_07_08,Delhi,0.598
2024_07_13,Delhi,0.582
2024_07_18,Delhi,0.474
2024_07_23,Delhi,0.453
2024_07_28,Delhi,0.419
2024_08_02,Delhi,0.315
2024_08_07,Delhi,0.349
2024_08_12,Delhi,0.4
2024_08_17,Delhi,0.342
2024_08_22,Delhi,0.472
2024_08_27,Delhi,0.45
2024_09_01,Delhi,0.547
2024_09_06,Delhi,0.604
2024_09_11,Delhi,0.594
2024_09_16,Delhi,0.692
2024_09_21,Delhi,0.704
2024_09_26,Delhi,0.678
2024_10_01,Delhi,0.702
2024_10_06,Delhi,0.628
2024_10_11,Delhi,0.584
2024_10_16,Delhi,0.54
2024_10_21,Delhi,0.405
2024_10_26,Delhi,0.455
2024_10_31,Delhi,0.34
2024_11_05,Delhi,0.376
2024_11_10,Delhi,0.271
2024_11_15,Delhi,0.397
2024_11_20,Delhi,0.42
2024_11_25,Delhi,0.473
2024_11_30,Delhi,0.458
2024_12_05,Delhi,0.541
2024_12_10,Delhi,0.669
2024_12_15,Delhi,0.683
2024_12_20,Delhi,0.733
2024_12_25,Delhi,0.65
2024_12_30,Delhi,0.689
2025_01_04,Delhi,0.657
2025_01_09,Delhi,0.621
2025_01_14,Delhi,0.586
2025_01_19,Delhi,0.467
2025_01_24,Delhi,0.474
2025_01_29,Delhi,0.394
2025_02_03,Delhi,0.285
2025_02_08,Delhi,0.345
2025_02_13,Delhi,0.385
2025_02_18,Delhi,0.369
2025_02_23,Delhi,0.438
2025_02_28,Delhi,0.518
2025_03_05,Delhi,0.543
2025_03_10,Delhi,0.548
2025_03_15,Delhi,0.597
2025_03_20,Delhi,0.734
2025_03_25,Delhi,0.68
2025_03_30,Delhi,0.644
2025_04_04,Delhi,0.682
2025_04_09,Delhi,0.587
2025_04_14,Delhi,0.572
2025_04_19,Delhi,0.513
2025_04_24,Delhi,0.487
2025_04_29,Delhi,0.416
2025_05_04,Delhi,0.302
2025_05_09,Delhi,0.31
2025_05_14,Delhi,0.29
2025_05_19,Delhi,0.383
2025_05_24,Delhi,0.455
2025_05_29,Delhi,0.471
2025_06_03,Delhi,0.588
2025_06_08,Delhi,0.601
2025_06_13,Delhi,0.674
2025_06_18,Delhi,0.691
2025_06_23,Delhi,0.616
2025_06_28,Delhi,0.803
2025_07_03,Delhi,0.65
2025_07_08,Delhi,0.656
2025_07_13,Delhi,0.508
2025_07_18,Delhi,0.526
2025_07_23,Delhi,0.505
2025_07_28,Delhi,0.387
2025_08_02,Delhi,0.451
2025_08_07,Delhi,0.342
2025_08_12,Delhi,0.376
2025_08_17,Delhi,0.373
2025_08_22,Delhi,0.403
2025_08_27,Delhi,0.448
2025_09_01,Delhi,0.567
2025_09_06,Delhi,0.556
2025_09_11,Delhi,0.584
2025_09_16,Delhi,0.726
2025_09_21,Delhi,0.681
2025_09_26,Delhi,0.697
2025_10_01,Delhi,0.694
2025_10_06,Delhi,0.607
2025_10_11,Delhi,0.621
2025_10_16,Delhi,0.575
2025_10_21,Delhi,0.448
2025_10_26,Delhi,0.41
2025_10_31,Delhi,0.348
2025_11_05,Delhi,0.439
2025_11_10,Delhi,0.382
2025_11_15,Delhi,0.341
2025_11_20,Delhi,0.392
2025_11_25,Delhi,0.446
2025_11_30,Delhi,0.494
2025_12_05,Delhi,0.592
2025_12_10,Delhi,0.607
2025_12_15,Delhi,0.672
2025_12_20,Delhi,0.683
2025_12_25,Delhi,0.696
2025_12_30,Delhi,0.785
